dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9340508561825311,0.8463035019455253,0.4377431906614786,0.01
mt,0.7641943998757829,0.5143884892086331,0.06474820143884892,0.01
mts,0.8806276306675901,0.7883211678832117,0.1678832116788321,0.01
toolace,0.7509109161213563,0.6219512195121951,0.07317073170731707,0.01
mean,0.8324459507118152,0.6927410946373913,0.18588633387161918,0.01
