dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9162534633378249,0.8015564202334631,0.48638132295719844,0.01
mt,0.9026706692200197,0.7949640287769785,0.17266187050359713,0.01
mts,0.8710906281634611,0.7226277372262774,0.24087591240875914,0.01
toolace,0.6920917608566329,0.5,0.03048780487804878,0.01
mean,0.8455266303944846,0.7047870465591798,0.23260172768690088,0.01
