dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8483228360762465,0.7782101167315175,0.17315175097276264,0.01
b,0.6940634542725532,0.5,0.0,0.01
c,0.9136874633704513,0.656934306569343,0.3357664233576642,0.01
d,0.7559674301011302,0.7134146341463414,0.07317073170731707,0.01
mean,0.8030102959550953,0.6621397643618004,0.14552222650943597,0.01
