dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9013365077442506,0.7840466926070039,0.26653696498054474,0.01
mt,0.7672998292013871,0.5071942446043165,0.0,0.01
mts,0.8874207469763973,0.8065693430656934,0.27007299270072993,0.01
toolace,0.7553539559785841,0.5792682926829268,0.054878048780487805,0.01
mean,0.8278527599751547,0.6692696432399851,0.14787200161544062,0.01
