dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8870895093036988,0.7568093385214008,0.27431906614785995,0.01
mt,0.7360643859013509,0.5071942446043165,0.0,0.01
mts,0.8908306249667004,0.7591240875912408,0.23357664233576642,0.01
toolace,0.7355368828078523,0.6280487804878049,0.06097560975609756,0.01
mean,0.8123803507449006,0.6627941128011907,0.142217829559931,0.01
