dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8878332752956138,0.7607003891050583,0.301556420233463,0.01
mt,0.7747011024274107,0.5143884892086331,0.0,0.01
mts,0.8797485214982151,0.8029197080291971,0.32116788321167883,0.01
toolace,0.7274501784651992,0.5670731707317073,0.042682926829268296,0.01
mean,0.8174332694216098,0.6612704392686489,0.16635180756860254,0.01
