dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9419900376992839,0.8540856031128404,0.4396887159533074,0.01
mt,0.783292790228249,0.5251798561151079,0.10071942446043165,0.01
mts,0.9009803399222122,0.8065693430656934,0.1678832116788321,0.01
toolace,0.7558558893515764,0.5457317073170732,0.054878048780487805,0.01
mean,0.8455297643003303,0.6828916274026787,0.19079235021826477,0.01
