dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8896160426350135,0.7373540856031129,0.26264591439688717,0.01
mt,0.698255783862119,0.5503597122302158,0.0,0.01
mts,0.880174756247003,0.8102189781021898,0.2116788321167883,0.01
toolace,0.7577520820939916,0.5548780487804879,0.09146341463414634,0.01
mean,0.8064496662095317,0.6632027061790016,0.14144704028695546,0.01
