dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9325160108404367,0.8083657587548638,0.41245136186770426,0.01
mt,0.6760260856063353,0.5071942446043165,0.0,0.01
mts,0.856305610314881,0.7737226277372263,0.2116788321167883,0.01
toolace,0.7399427424152291,0.5274390243902439,0.054878048780487805,0.01
mean,0.8011976122942204,0.6541804138716626,0.1697520606912451,0.01
