dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9061113718602855,0.8171206225680934,0.311284046692607,0.01
mt,0.6931835826302987,0.5071942446043165,0.0,0.01
mts,0.8512973520166232,0.7116788321167883,0.16058394160583941,0.01
toolace,0.7412626412849495,0.6097560975609756,0.06707317073170732,0.01
mean,0.7979637369480392,0.6614374492125434,0.13473528975753846,0.01
