dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8922447728201789,0.8219844357976653,0.3832684824902724,0.01
b,0.7626416852129807,0.5071942446043165,0.09352517985611511,0.01
c,0.9081996909798071,0.6897810218978102,0.32116788321167883,0.01
d,0.7744088340273646,0.7012195121951219,0.12195121951219512,0.01
mean,0.8343737457600828,0.6800448036237285,0.22997819126756538,0.01
