dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9190960499023453,0.8453307392996109,0.34824902723735407,0.01
mt,0.7341234925728483,0.5,0.0,0.01
mts,0.8771911130054878,0.7372262773722628,0.21897810218978103,0.01
toolace,0.7482339381320643,0.6707317073170732,0.042682926829268296,0.01
mean,0.8196611484031865,0.6883221809972367,0.15247751406410087,0.01
