dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8887568320489334,0.7791828793774319,0.28793774319066145,0.01
mt,0.7413177371771648,0.5071942446043165,0.0,0.01
mts,0.8620597794235175,0.7700729927007299,0.20437956204379562,0.01
toolace,0.7418575252825699,0.600609756097561,0.07317073170731707,0.01
mean,0.8084979684830464,0.6642649681950098,0.14137200923544352,0.01
