dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9245238383624279,0.8453307392996109,0.3852140077821012,0.01
mt,0.7751151596708246,0.5035971223021583,0.0,0.01
mts,0.8744472268101657,0.7700729927007299,0.2773722627737226,0.01
toolace,0.7277848007138609,0.6067073170731707,0.042682926829268296,0.01
mean,0.8254677563893197,0.6814270428439175,0.17631729934627305,0.01
