dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.926972777786189,0.8404669260700389,0.42217898832684825,0.01
mt,0.7768490243776202,0.5071942446043165,0.1079136690647482,0.01
mts,0.8756992913847301,0.8029197080291971,0.25547445255474455,0.01
toolace,0.7583655562165377,0.6280487804878049,0.006097560975609756,0.01
mean,0.8344716624412692,0.6946574147978394,0.1979161677304877,0.01
