dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.9450692041522493,0.5220588235294118,0.6911764705882353,0.01
b,0.6485854310536868,0.6194029850746269,0.0,0.01
c,0.9440625,0.6875,0.64,0.01
d,0.8634423157017909,0.5918367346938775,0.0,0.01
mean,0.8502898627269317,0.6051996358244791,0.3327941176470588,0.01
