dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8901875880028465,0.7431906614785992,0.2607003891050584,0.01
mt,0.7780911961078619,0.5071942446043165,0.07913669064748201,0.01
mts,0.8706111140710746,0.7846715328467153,0.26277372262773724,0.01
toolace,0.7326925936942296,0.524390243902439,0.042682926829268296,0.01
mean,0.8178956229690031,0.6398616707080176,0.1613234323023865,0.01
