dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8932648488243577,0.7714007782101168,0.26653696498054474,0.01
mt,0.7566637337611924,0.5071942446043165,0.0,0.01
mts,0.8682934626245404,0.7956204379562044,0.21897810218978103,0.01
toolace,0.7381580904223677,0.573170731707317,0.06097560975609756,0.01
mean,0.8140950339081146,0.6618465481194886,0.13662266923160582,0.01
