dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8927973928447062,0.8278210116731517,0.37937743190661477,0.01
b,0.6320842606490348,0.5071942446043165,0.0,0.01
c,0.82852043262827,0.6496350364963503,0.10948905109489052,0.01
d,0.7161473825104104,0.6280487804878049,0.018292682926829267,0.01
mean,0.7673873671581053,0.6531747683154059,0.12678979148208364,0.01
