dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8599524595376161,0.7101167315175098,0.22178988326848248,0.01
mt,0.7540758759898556,0.5071942446043165,0.0,0.01
mts,0.866375406254995,0.7773722627737226,0.32116788321167883,0.01
toolace,0.7518404223676383,0.6310975609756098,0.06707317073170732,0.01
mean,0.8080610410375263,0.6564451999677896,0.15250773430296716,0.01
