dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8997089282199578,0.7461089494163424,0.245136186770428,0.01
mt,0.7786605248175561,0.5071942446043165,0.12949640287769784,0.01
mts,0.8812403431189728,0.8029197080291971,0.22627737226277372,0.01
toolace,0.7188429506246282,0.5396341463414634,0.036585365853658534,0.01
mean,0.8196131866952787,0.6489642620978299,0.15937383194113952,0.01
