dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.9116035064876078,0.8249027237354085,0.42217898832684825,0.01
b,0.7398685368252161,0.5035971223021583,0.07913669064748201,0.01
c,0.8947466567211892,0.6824817518248175,0.11678832116788321,0.01
d,0.7597969958358121,0.7012195121951219,0.07317073170731707,0.01
mean,0.8265039239674564,0.6780502775143765,0.17281868296238262,0.01
