dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.901440597132432,0.7937743190661478,0.26653696498054474,0.01
mt,0.6843331090523266,0.5071942446043165,0.0,0.01
mts,0.8548670680377218,0.7481751824817519,0.19708029197080293,0.01
toolace,0.743660767400357,0.5792682926829268,0.04878048780487805,0.01
mean,0.7960753854057094,0.6571030097087857,0.12809943618905645,0.01
