dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9102654847158927,0.8287937743190662,0.30544747081712065,0.01
mt,0.6971430050204441,0.5035971223021583,0.0,0.01
mts,0.8577441525920401,0.6897810218978102,0.13138686131386862,0.01
toolace,0.7333246579417013,0.5945121951219512,0.06097560975609756,0.01
mean,0.7996193250675195,0.6541710284102464,0.1244524854717717,0.01
