dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9379381216975277,0.8560311284046692,0.44357976653696496,0.01
mt,0.7774442316650276,0.5359712230215827,0.09352517985611511,0.01
mts,0.8635516010442752,0.7846715328467153,0.21897810218978103,0.01
toolace,0.7274315883402737,0.5609756097560976,0.018292682926829267,0.01
mean,0.8265913856867759,0.6844123735072661,0.1935939328774226,0.01
