dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8738058108374086,0.7996108949416343,0.29961089494163423,0.01
b,0.6530200300191501,0.5,0.0,0.01
c,0.8937876285364164,0.6277372262773723,0.0,0.01
d,0.7451293872694824,0.6951219512195121,0.04878048780487805,0.01
mean,0.7914357141656143,0.6556175181096298,0.08709784568662807,0.01
