dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.8909900225590092,0.7130350194552529,0.26848249027237353,0.01
mt,0.7668598933802598,0.5107913669064749,0.0,0.01
mts,0.8661090095370025,0.8029197080291971,0.24087591240875914,0.01
toolace,0.746542236763831,0.5274390243902439,0.06097560975609756,0.01
mean,0.8176252905600256,0.6385462796952922,0.14258350310930756,0.01
