dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.886198125633999,0.7383268482490273,0.29571984435797666,0.01
mt,0.7826458257854148,0.5071942446043165,0.10071942446043165,0.01
mts,0.890564228248708,0.8211678832116789,0.27007299270072993,0.01
toolace,0.7391061867935752,0.5884146341463414,0.036585365853658534,0.01
mean,0.8246285916154242,0.663775902552841,0.1757744068431992,0.01
