dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.9889705882352942,0.8382352941176471,0.0,0.01
b,0.7473824905324126,0.6940298507462687,0.0,0.01
c,0.811075,0.775,0.545,0.01
d,0.980112453144523,0.9540816326530612,0.0,0.01
mean,0.8818851329780575,0.8153366943792442,0.13625,0.01
