dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8245000000000001,0.655,0.14,0.01
b,0.4631204166223828,0.4896907216494845,0.010309278350515464,0.01
c,0.44784999999999997,0.48,0.04,0.01
d,0.5258541089566021,0.5350877192982456,0.0,0.01
e,0.5399499999999999,0.49,0.0,0.01
f,0.45414999999999994,0.475,0.0,0.01
i,0.5178552449782124,0.5154639175257731,0.0,0.01
mean,0.5390399672224567,0.520034622639072,0.027187039764359353,0.01
