dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.9931877162629758,0.6397058823529411,0.9117647058823529,0.01
b,0.7457117398084206,0.7089552238805971,0.0,0.01
c,0.8281999999999999,0.735,0.605,0.01
d,0.9847980008329862,0.9183673469387755,0.673469387755102,0.01
mean,0.8879743642260957,0.7505071132930784,0.5475585234093637,0.01
