dataset,auroc,accuracy,tpr_at_fpr,fpr
33cf450b4eea,0.9778146540261196,0.8914209115281502,0.670911528150134,0.01
706fcbc9e21c,0.9740197798342176,0.7814569536423841,0.4768211920529801,0.01
c5c436ad8e80,0.9707950243374796,0.6162790697674418,0.0,0.01
e1a1ee570ae0,0.8863307322795477,0.5722070844686649,0.3405994550408719,0.01
mean,0.9522400476193411,0.7153410048516602,0.3720830438109965,0.01
