dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8811469515057003,0.7937743190661478,0.2509727626459144,0.01
b,0.8326949950830702,0.5179856115107914,0.2014388489208633,0.01
c,0.8984762107730833,0.7992700729927007,0.18248175182481752,0.01
d,0.7599457168352171,0.6402439024390244,0.2682926829268293,0.01
mean,0.8430659685492676,0.6878184765021661,0.22579651157960612,0.01
