dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.9496107266435986,0.5147058823529411,0.6617647058823529,0.01
b,0.6406772109601248,0.6119402985074627,0.0,0.01
c,0.90455,0.6725,0.56,0.01
d,0.8508954602249061,0.5918367346938775,0.0,0.01
mean,0.8364333494571573,0.5977457288885704,0.3054411764705882,0.01
