dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.7617999999999999,0.585,0.17,0.01
b,0.8099691784461686,0.7216494845360825,0.0,0.01
c,0.8837,0.83,0.0,0.01
d,0.878885811018775,0.7719298245614035,0.40350877192982454,0.01
e,0.96515,0.93,0.0,0.01
f,0.889,0.84,0.0,0.01
i,0.7454564778403656,0.6185567010309279,0.07216494845360824,0.01
mean,0.8477087810436156,0.7567337157326305,0.09223910291191896,0.01
