dataset,auroc,accuracy,tpr_at_fpr,fpr
eval_ai_dilemmas,0.8873269896193772,0.5147058823529411,0.2647058823529412,0.01
eval_ant_hh,0.656048117620851,0.6343283582089553,0.0,0.01
eval_balanced_refusal,0.9718999999999999,0.7475,0.78,0.01
eval_daily_dilemmas,0.777384423157018,0.5153061224489796,0.09183673469387756,0.01
mean,0.8231648825993115,0.6029600907527191,0.2841356542617047,0.01
