dataset,auroc,accuracy,tpr_at_fpr,fpr
228c4932c563,0.9318771626297578,0.6617647058823529,0.6617647058823529,0.01
28755bfa0e99,0.7312319002004901,0.7014925373134329,0.0,0.01
6f894eb4d195,0.9864639733444398,0.9642857142857143,0.0,0.01
7e06f33c554b,0.9332125,0.775,0.735,0.01
mean,0.895696384043672,0.775635739370375,0.3491911764705882,0.01
