dataset,auroc,accuracy,tpr_at_fpr,fpr
33cf450b4eea,0.9468034162539802,0.8726541554959786,0.2888739946380697,0.01
706fcbc9e21c,0.854074382702513,0.5149006622516556,0.23841059602649,0.01
c5c436ad8e80,0.9424012979989184,0.8023255813953488,0.0,0.01
e1a1ee570ae0,0.8556637884311267,0.7370572207084468,0.2098092643051771,0.01
mean,0.8997357213466346,0.7317344049628575,0.1842734637424342,0.01
