dataset,auroc,accuracy,tpr_at_fpr,fpr
eval_ai_dilemmas,0.896734429065744,0.5073529411764706,0.5,0.01
eval_ant_hh,0.6655157050568056,0.6567164179104478,0.0,0.01
eval_balanced_refusal,0.9748125,0.725,0.76,0.01
eval_daily_dilemmas,0.7970116618075802,0.5255102040816326,0.05102040816326531,0.01
mean,0.8335185739825325,0.6036448907921378,0.3277551020408163,0.01
