dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.9062500000000001,0.5073529411764706,0.6911764705882353,0.01
b,0.7188683448429495,0.6194029850746269,0.05970149253731343,0.01
c,0.9734625,0.6375,0.705,0.01
d,0.8294460641399417,0.5663265306122449,0.10204081632653061,0.01
mean,0.8570067272457228,0.5826456142158356,0.3894796948630198,0.01
