dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8579152249134948,0.5073529411764706,0.4852941176470588,0.01
b,0.6991534862998441,0.6119402985074627,0.0,0.01
c,0.9735499999999999,0.63,0.785,0.01
d,0.7587984173261141,0.5306122448979592,0.07142857142857142,0.01
mean,0.8223542821348633,0.5699763711454732,0.33543067226890755,0.01
