dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.872188581314879,0.5073529411764706,0.4264705882352941,0.01
b,0.6980396524838494,0.5895522388059702,0.04477611940298507,0.01
c,0.97665,0.635,0.88,0.01
d,0.8157017909204497,0.5714285714285714,0.07142857142857142,0.01
mean,0.8406450061797945,0.575833437852753,0.35566881976671266,0.01
