dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.5088667820069205,0.5,0.014705882352941176,0.01
b,0.6425707284473157,0.6044776119402985,0.0,0.01
c,0.7929625,0.7,0.245,0.01
d,0.519783423573511,0.5102040816326531,0.0,0.01
mean,0.6160458585069368,0.5786704233932379,0.0649264705882353,0.01
