dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8621323529411765,0.5073529411764706,0.4852941176470588,0.01
b,0.7059478725774115,0.6044776119402985,0.07462686567164178,0.01
c,0.9767,0.635,0.775,0.01
d,0.7716576426488964,0.5306122448979592,0.0,0.01
mean,0.829109467041871,0.5693606995036821,0.33373024582967514,0.01
