dataset,auroc,accuracy,tpr_at_fpr,fpr
a,0.8899221453287197,0.5073529411764706,0.5882352941176471,0.01
b,0.7205390955669415,0.6194029850746269,0.05970149253731343,0.01
c,0.97215,0.6625,0.685,0.01
d,0.8312682215743441,0.5408163265306123,0.04081632653061224,0.01
mean,0.8534698656175013,0.5825180631954274,0.3434382782963932,0.01
