dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.9355573135096671,0.8521400778210116,0.4708171206225681,0.01
mt,0.8766626986180839,0.60431654676259,0.07194244604316546,0.01
mts,0.8789493313442378,0.8138686131386861,0.058394160583941604,0.01
toolace,0.759852766210589,0.6067073170731707,0.07926829268292683,0.01
mean,0.8627555274206444,0.7192581386988646,0.1701055049831505,0.01
