dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic,0.932612530091296,0.8550583657587548,0.5330739299610895,0.01
mt,0.89322498835464,0.5827338129496403,0.05755395683453238,0.01
mts,0.8771111939900901,0.8211678832116789,0.08029197080291971,0.01
toolace,0.7345887864366448,0.5884146341463414,0.09146341463414634,0.01
mean,0.8593843747181676,0.7118436740166039,0.19059581805817197,0.01
